dataset,model,num_datasets,dataset_type,score,model_type
openai_mod,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.6857942617214835,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.7363265306122448,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,aegis,non_harmful,0.9941690962099126,Hidden States Maha
mmlu,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.9989067055393586,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,aegis,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,aegis,non_harmful,0.9992418498862775,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,aegis,non_harmful,0.9935185185185185,Hidden States Maha
bbh,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,aegis,non_harmful,0.975,Hidden States Maha
mtbench,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.975,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9625,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,aegis,non_harmful,0.8367088607594937,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962025316455696,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.8367088607594937,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9822784810126582,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,aegis,non_harmful,0.9677018633540373,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962732919254659,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.9751552795031055,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9788819875776398,Hidden States Maha
